case_id,family,business_expected_decision,expected_min_gate,expected_reason_family,observed_reason_family,reason_family_match,x108_gate_observed,severity,reason_code,gap_status,sigma_ok,floor_ok,ok,expected_positive,predicted_positive,elapsed_ms,decision_id,trace_id,attestation_ref,note
truth-blocked-019,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,353.506,bank-2b6d2081c251,945e6b43-e357-43b1-a229-4a6fc48d8d0f,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-020,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,248.08,bank-7c6b227e866e,4b7cf395-e017-436b-896c-521340041099,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-021,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,341.122,bank-4a834d6b1250,817200b9-6e71-4597-a2e5-d112a011607b,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-022,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,276.96,bank-5c3fa1f3c51f,36bacdce-88a2-4bce-8faa-f8837cc8d01c,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-023,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,333.631,bank-627f31976902,4d67789e-a6ca-4481-805e-36d5a039a53e,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-024,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,307.896,bank-4c9bca2b6279,faaeb36e-9bef-41eb-8486-cd59b5579e58,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-025,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,383.048,bank-baea45bf6b24,09b1ba5c-e1ad-43b5-96cf-e4d46e4764e5,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-026,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,259.723,bank-ef3f6a273703,e0fc3ce6-c50b-4711-b414-ed482f6b3a9e,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-027,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,370.731,bank-3e2d86a002ab,cc9b4037-531b-4d56-bc1a-19a7ad763320,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-028,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,301.016,bank-71c6fb7ab3f4,ba2e8264-4dfa-45c8-a0c8-1867a8265659,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-029,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,267.865,bank-3f9ccd6ad36f,b1ad0604-3ddf-4de0-af11-e6fe57b5b330,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-030,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,436.391,bank-ce5b826f9478,aedb1164-15fa-46b7-828f-8fb88018819e,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
